"Year Month","State","Industry","Suspicious Activity","Regulator","Relationship","Product","Instrument","Count"
"2018 ","Missouri","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","U.S. Currency","1"
"2018 ","Missouri","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","2"
"2018 ","Missouri","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","2"
"2018 ","Missouri","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","2"
"2018 ","Missouri","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","2"
"2018 ","Missouri","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Missouri","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","[Total]","1"
"2018 ","Missouri","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","[Total]","[Total]","1"
"2018 ","Missouri","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","[Total]","[Total]","[Total]","1"
"2018 ","Missouri","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","[Total]","[Total]","[Total]","1"
"2018 ","Missouri","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Agent","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Missouri","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Agent","Insurance/Annuity Products","[Total]","1"
"2018 ","Missouri","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","Agent","[Total]","[Total]","1"
"2018 ","Missouri","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","IRS","[Total]","[Total]","[Total]","1"
"2018 ","Missouri","Insurance Company","Suspicious Life Settlement Sales Insurance (E.g., STOLIs, Viaticals)","[Total]","[Total]","[Total]","[Total]","1"
"2018 ","Missouri","Insurance Company","Unclear or No Insurable Interest","IRS","Agent","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Missouri","Insurance Company","Unclear or No Insurable Interest","IRS","Agent","Insurance/Annuity Products","[Total]","1"
"2018 ","Missouri","Insurance Company","Unclear or No Insurable Interest","IRS","Agent","[Total]","[Total]","1"
"2018 ","Missouri","Insurance Company","Unclear or No Insurable Interest","IRS","[Total]","[Total]","[Total]","1"
"2018 ","Missouri","Insurance Company","Unclear or No Insurable Interest","[Total]","[Total]","[Total]","[Total]","1"
"2018 ","Missouri","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","5"
"2018 ","Montana","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","U.S. Currency","1"
"2018 ","Montana","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2018 ","Montana","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","1"
"2018 ","Montana","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","1"
"2018 ","Montana","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","1"
"2018 ","Montana","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","1"
"2018 ","Nebraska","Insurance Company","Excessive Insurance","IRS","Agent","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2018 ","Nebraska","Insurance Company","Excessive Insurance","IRS","Agent","Insurance/Annuity Products","Money Orders","2"
"2018 ","Nebraska","Insurance Company","Excessive Insurance","IRS","Agent","Insurance/Annuity Products","Other","1"
"2018 ","Nebraska","Insurance Company","Excessive Insurance","IRS","Agent","Insurance/Annuity Products","[Total]","4"
"2018 ","Nebraska","Insurance Company","Excessive Insurance","IRS","Agent","[Total]","[Total]","4"
"2018 ","Nebraska","Insurance Company","Excessive Insurance","IRS","Customer","Insurance/Annuity Products","Money Orders","2"
"2018 ","Nebraska","Insurance Company","Excessive Insurance","IRS","Customer","Insurance/Annuity Products","Other","1"
"2018 ","Nebraska","Insurance Company","Excessive Insurance","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Nebraska","Insurance Company","Excessive Insurance","IRS","Customer","Insurance/Annuity Products","[Total]","4"
"2018 ","Nebraska","Insurance Company","Excessive Insurance","IRS","Customer","[Total]","[Total]","4"
"2018 ","Nebraska","Insurance Company","Excessive Insurance","IRS","[Total]","[Total]","[Total]","8"
"2018 ","Nebraska","Insurance Company","Excessive Insurance","[Total]","[Total]","[Total]","[Total]","8"
"2018 ","Nebraska","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Funds Transfer","1"
"2018 ","Nebraska","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2018 ","Nebraska","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","1"
"2018 ","Nebraska","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","1"
"2018 ","Nebraska","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","1"
"2018 ","Nebraska","Insurance Company","Other Insurance","IRS","Agent","Insurance/Annuity Products","Funds Transfer","4"
"2018 ","Nebraska","Insurance Company","Other Insurance","IRS","Agent","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Nebraska","Insurance Company","Other Insurance","IRS","Agent","Insurance/Annuity Products","[Total]","5"
"2018 ","Nebraska","Insurance Company","Other Insurance","IRS","Agent","[Total]","[Total]","5"
"2018 ","Nebraska","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Funds Transfer","2"
"2018 ","Nebraska","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Nebraska","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","[Total]","3"
"2018 ","Nebraska","Insurance Company","Other Insurance","IRS","Customer","[Total]","[Total]","3"
"2018 ","Nebraska","Insurance Company","Other Insurance","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","1"
"2018 ","Nebraska","Insurance Company","Other Insurance","IRS","No Relationship to Institution","Insurance/Annuity Products","Other","1"
"2018 ","Nebraska","Insurance Company","Other Insurance","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Nebraska","Insurance Company","Other Insurance","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","3"
"2018 ","Nebraska","Insurance Company","Other Insurance","IRS","No Relationship to Institution","[Total]","[Total]","3"
"2018 ","Nebraska","Insurance Company","Other Insurance","IRS","Other","Insurance/Annuity Products","Personal/Business Check","3"
"2018 ","Nebraska","Insurance Company","Other Insurance","IRS","Other","Insurance/Annuity Products","[Total]","3"
"2018 ","Nebraska","Insurance Company","Other Insurance","IRS","Other","[Total]","[Total]","3"
"2018 ","Nebraska","Insurance Company","Other Insurance","IRS","[Total]","[Total]","[Total]","14"
"2018 ","Nebraska","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","14"
"2018 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Bank/Cashier's Check","2"
"2018 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Funds Transfer","4"
"2018 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Money Orders","2"
"2018 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Personal/Business Check","2"
"2018 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","U.S. Currency","1"
"2018 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","[Total]","11"
"2018 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","[Total]","[Total]","11"
"2018 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Funds Transfer","1"
"2018 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2018 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","[Total]","[Total]","1"
"2018 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","[Total]","[Total]","[Total]","12"
"2018 ","Nebraska","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","[Total]","[Total]","[Total]","12"
"2018 ","Nebraska","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2018 ","Nebraska","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2018 ","Nebraska","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","[Total]","[Total]","1"
"2018 ","Nebraska","Insurance Company","Suspicious Termination of Policy or Contract","IRS","[Total]","[Total]","[Total]","1"
"2018 ","Nebraska","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","[Total]","[Total]","[Total]","1"
"2018 ","Nebraska","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","Insurance/Annuity Products","Money Orders","1"
"2018 ","Nebraska","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Nebraska","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","Insurance/Annuity Products","[Total]","2"
"2018 ","Nebraska","Insurance Company","Unclear or No Insurable Interest","IRS","Customer","[Total]","[Total]","2"
"2018 ","Nebraska","Insurance Company","Unclear or No Insurable Interest","IRS","[Total]","[Total]","[Total]","2"
"2018 ","Nebraska","Insurance Company","Unclear or No Insurable Interest","[Total]","[Total]","[Total]","[Total]","2"
"2018 ","Nebraska","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","38"
"2018 ","New Jersey","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Funds Transfer","8"
"2018 ","New Jersey","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","10"
"2018 ","New Jersey","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","18"
"2018 ","New Jersey","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","18"
"2018 ","New Jersey","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","1"
"2018 ","New Jersey","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","New Jersey","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","2"
"2018 ","New Jersey","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","No Relationship to Institution","[Total]","[Total]","2"
"2018 ","New Jersey","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","20"
"2018 ","New Jersey","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","20"
"2018 ","New Jersey","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Other","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","New Jersey","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Other","Insurance/Annuity Products","[Total]","1"
"2018 ","New Jersey","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Other","[Total]","[Total]","1"
"2018 ","New Jersey","Insurance Company","Suspicious Termination of Policy or Contract","IRS","[Total]","[Total]","[Total]","1"
"2018 ","New Jersey","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","[Total]","[Total]","[Total]","1"
"2018 ","New Jersey","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","21"
"2018 ","New York","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","New York","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2018 ","New York","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","1"
"2018 ","New York","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","1"
"2018 ","New York","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","1"
"2018 ","New York","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","2"
"2018 ","New York","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","[Total]","2"
"2018 ","New York","Insurance Company","Other Insurance","IRS","Customer","[Total]","[Total]","2"
"2018 ","New York","Insurance Company","Other Insurance","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","2"
"2018 ","New York","Insurance Company","Other Insurance","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","2"
"2018 ","New York","Insurance Company","Other Insurance","IRS","No Relationship to Institution","[Total]","[Total]","2"
"2018 ","New York","Insurance Company","Other Insurance","IRS","[Total]","[Total]","[Total]","4"
"2018 ","New York","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","4"
"2018 ","New York","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","3"
"2018 ","New York","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","[Total]","3"
"2018 ","New York","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","[Total]","[Total]","3"
"2018 ","New York","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","4"
"2018 ","New York","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","4"
"2018 ","New York","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","No Relationship to Institution","[Total]","[Total]","4"
"2018 ","New York","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","Insurance/Annuity Products","Funds Transfer","1"
"2018 ","New York","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","Insurance/Annuity Products","Personal/Business Check","2"
"2018 ","New York","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","Insurance/Annuity Products","[Total]","3"
"2018 ","New York","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","[Total]","[Total]","3"
"2018 ","New York","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","[Total]","[Total]","[Total]","10"
"2018 ","New York","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","[Total]","[Total]","[Total]","10"
"2018 ","New York","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","15"
"2018 ","North Carolina","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","North Carolina","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","U.S. Currency","2"
"2018 ","North Carolina","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","3"
"2018 ","North Carolina","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","3"
"2018 ","North Carolina","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","3"
"2018 ","North Carolina","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","3"
"2018 ","North Carolina","Insurance Company","Other Insurance","FRB","Agent","Insurance/Annuity Products","Personal/Business Check","2"
"2018 ","North Carolina","Insurance Company","Other Insurance","FRB","Agent","Insurance/Annuity Products","[Total]","2"
"2018 ","North Carolina","Insurance Company","Other Insurance","FRB","Agent","[Total]","[Total]","2"
"2018 ","North Carolina","Insurance Company","Other Insurance","FRB","[Total]","[Total]","[Total]","2"
"2018 ","North Carolina","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","2"
"2018 ","North Carolina","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","North Carolina","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","[Total]","1"
"2018 ","North Carolina","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","[Total]","[Total]","1"
"2018 ","North Carolina","Insurance Company","Suspicious Termination of Policy or Contract","IRS","No Relationship to Institution","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","North Carolina","Insurance Company","Suspicious Termination of Policy or Contract","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","1"
"2018 ","North Carolina","Insurance Company","Suspicious Termination of Policy or Contract","IRS","No Relationship to Institution","[Total]","[Total]","1"
"2018 ","North Carolina","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Other","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","North Carolina","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Other","Insurance/Annuity Products","[Total]","1"
"2018 ","North Carolina","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Other","[Total]","[Total]","1"
"2018 ","North Carolina","Insurance Company","Suspicious Termination of Policy or Contract","IRS","[Total]","[Total]","[Total]","3"
"2018 ","North Carolina","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","[Total]","[Total]","[Total]","3"
"2018 ","North Carolina","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","8"
"2018 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","Insurance/Annuity Products","U.S. Currency","1"
"2018 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","Insurance/Annuity Products","[Total]","2"
"2018 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Agent","[Total]","[Total]","2"
"2018 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","U.S. Currency","1"
"2018 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","Insurance/Annuity Products","[Total]","2"
"2018 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","Customer","[Total]","[Total]","2"
"2018 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","IRS","[Total]","[Total]","[Total]","4"
"2018 ","Ohio","Insurance Company","Excessive or Unusal Cash Borrowing against Policy/Annuity","[Total]","[Total]","[Total]","[Total]","4"
"2018 ","Ohio","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Funds Transfer","1"
"2018 ","Ohio","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Money Orders","1"
"2018 ","Ohio","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","2"
"2018 ","Ohio","Insurance Company","Other Insurance","IRS","Customer","Insurance/Annuity Products","[Total]","4"
"2018 ","Ohio","Insurance Company","Other Insurance","IRS","Customer","[Total]","[Total]","4"
"2018 ","Ohio","Insurance Company","Other Insurance","IRS","Other","Credit Card","Money Orders","1"
"2018 ","Ohio","Insurance Company","Other Insurance","IRS","Other","Credit Card","Other","1"
"2018 ","Ohio","Insurance Company","Other Insurance","IRS","Other","Credit Card","[Total]","2"
"2018 ","Ohio","Insurance Company","Other Insurance","IRS","Other","Insurance/Annuity Products","Funds Transfer","3"
"2018 ","Ohio","Insurance Company","Other Insurance","IRS","Other","Insurance/Annuity Products","Money Orders","3"
"2018 ","Ohio","Insurance Company","Other Insurance","IRS","Other","Insurance/Annuity Products","Personal/Business Check","3"
"2018 ","Ohio","Insurance Company","Other Insurance","IRS","Other","Insurance/Annuity Products","[Total]","9"
"2018 ","Ohio","Insurance Company","Other Insurance","IRS","Other","Other","Money Orders","1"
"2018 ","Ohio","Insurance Company","Other Insurance","IRS","Other","Other","Other","1"
"2018 ","Ohio","Insurance Company","Other Insurance","IRS","Other","Other","[Total]","2"
"2018 ","Ohio","Insurance Company","Other Insurance","IRS","Other","[Total]","[Total]","13"
"2018 ","Ohio","Insurance Company","Other Insurance","IRS","[Total]","[Total]","[Total]","17"
"2018 ","Ohio","Insurance Company","Other Insurance","[Total]","[Total]","[Total]","[Total]","17"
"2018 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2018 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Funds Transfer","2"
"2018 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","Personal/Business Check","3"
"2018 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","Insurance/Annuity Products","[Total]","6"
"2018 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Agent","[Total]","[Total]","6"
"2018 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Funds Transfer","2"
"2018 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Money Orders","1"
"2018 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","4"
"2018 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","[Total]","7"
"2018 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","[Total]","[Total]","7"
"2018 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","Insurance/Annuity Products","Funds Transfer","5"
"2018 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","Insurance/Annuity Products","Money Orders","3"
"2018 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","Insurance/Annuity Products","Personal/Business Check","3"
"2018 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","Insurance/Annuity Products","[Total]","11"
"2018 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Other","[Total]","[Total]","11"
"2018 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","[Total]","[Total]","[Total]","24"
"2018 ","Ohio","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","[Total]","[Total]","[Total]","[Total]","24"
"2018 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Agent","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2018 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Agent","Insurance/Annuity Products","Funds Transfer","3"
"2018 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Agent","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Agent","Insurance/Annuity Products","[Total]","5"
"2018 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Agent","[Total]","[Total]","5"
"2018 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","6"
"2018 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Funds Transfer","7"
"2018 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","2"
"2018 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","[Total]","15"
"2018 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","[Total]","[Total]","15"
"2018 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","No Relationship to Institution","Insurance/Annuity Products","Funds Transfer","1"
"2018 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","No Relationship to Institution","Insurance/Annuity Products","[Total]","1"
"2018 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","No Relationship to Institution","[Total]","[Total]","1"
"2018 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Other","Insurance/Annuity Products","Funds Transfer","2"
"2018 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Other","Insurance/Annuity Products","[Total]","2"
"2018 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Other","[Total]","[Total]","2"
"2018 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","IRS","[Total]","[Total]","[Total]","23"
"2018 ","Ohio","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","[Total]","[Total]","[Total]","23"
"2018 ","Ohio","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","68"
"2018 ","Oklahoma","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","1"
"2018 ","Oklahoma","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","Personal/Business Check","1"
"2018 ","Oklahoma","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","Insurance/Annuity Products","[Total]","2"
"2018 ","Oklahoma","Insurance Company","Suspicious Termination of Policy or Contract","IRS","Customer","[Total]","[Total]","2"
"2018 ","Oklahoma","Insurance Company","Suspicious Termination of Policy or Contract","IRS","[Total]","[Total]","[Total]","2"
"2018 ","Oklahoma","Insurance Company","Suspicious Termination of Policy or Contract","[Total]","[Total]","[Total]","[Total]","2"
"2018 ","Oklahoma","Insurance Company","[Total]","[Total]","[Total]","[Total]","[Total]","2"
"2018 ","Pennsylvania","Insurance Company","Proceeds Sent to or Received from Unrelated Third Party","IRS","Customer","Insurance/Annuity Products","Bank/Cashier's Check","1"
